relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0061508.pdf_173_173_15_15_16_16_UNSUP	TLR2/agonist	{15}	{16}	{4B,),",",which,might,be,associated,with,its,hyporesponsiveness,to,all,three,of,the,TLR2,agonists,.}	{"4A ) , which is the same distribution as wild-type TLR2 .","The expression levels of both TLR2 ( P681A ) and TLR2 ( N688A ) on the surface of the HEK293T cells were at comparable levels to the wild-type TLR2 expression , However , the expression of TLR2 ( L663E ) on the surface of the HEK293T cells was greatly reduced ( Fig ."}	{"In contrast to their surface expressions , the total levels of all of the human TLR2 mutants in HEK293T cells were similar to that of the wild-type TLR2 expression , as demonstrated ﬂow cytometry following permeabilization of the cell membranes , or much higher than that of the wild-type TLR2 expression indicated by Western blot ( Fig .","4C , D ) ."}	0.018
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0082763.pdf_702_702_10_10_25_25_UNSUP	HS/HP:0000545|Myopia	{10}	{25}	{Lee,SJ,",",Urm,SH,",",Yu,BC,",",Sohn,HS,",",Hong,YS,",",et,al.,(,2011,),[,The,prevalence,of,high,myopia,in,19,year-old,men,in,Busan,",",Ulsan,and,Gyeongsangnam-do,],.}	{"Invest Ophthalmol Vis Sci 53 : 557945583 .","33 ."}	{"J Prev Nled Public Health. ; 44 : 56464 .","34 ."}	0.208
RELATION_GENEHPOTERM_journal.pone.0078452.pdf_621_621_10_10_29_33	AC/HP:0006770|Clear cell renal cell carcinoma	{10}	{29,30,31,33}	{Gumz,ML,",",Zou,H,",",Kreinest,PA,",",Childs,AC,",",Belmonte,LS,et,al.,(,2007,),Secreted,frizzled-related,protein,1,loss,contributes,to,tumor,phenotype,of,clear,cell,renal,cell,carcinoma,.}	{"J Leukoc Biol 88 : 523-528 .","PubMed : 20483922 ."}	{"Clin Cancer Res 13 : 4740-4749 .","doi : 10.1158 / 1078-0432 ."}	0.042
RELATION_GENEHPOTERM_SUP_F_GH_journal.pbio.0060063.pdf_521_521_13_13_33_33_UNSUP	RC/evolution	{13}	{33}	{Hillier,LW,",",Miller,W,",",Birney,E,",",Warren,W,",",Hardison,RC,",",et,al.,(,2004,),Sequence,and,comparative,analysis,of,the,chicken,genome,provide,unique,perspectives,on,vertebrate,evolution,.}	{"Schubiger ] L , Wahli W ( 1986 ) Linkage arrangement in the vitellogenin gene family of Xenopus laevis as revealed by gene segregation analysis .","Nucleic Acids Res 14 : 8723-8734 ."}	{"Nature 432 : 695-716 .",xi}	0.028
RELATION_GENEHPOTERM_journal.pone.0065885.pdf_372_372_36_36_42_44	V2/HP:0009806|Nephrogenic diabetes insipidus	{36}	{42,43,44}	{Lolait,S,],",",O’Carro11,"A-l\\\\/I",",",1,"\\\\",’,IcBride,OVV,",",Konig,l,"\\\\",’,I,",",1,"\\\\",’,Iore1,A,",",et,al.,(,1992,),Cloning,and,characterization,of,a,vasopressin,V2,receptor,and,possible,link,to,nephrogenic,diabetes,insipidus,.}	{"Ann Intern l \\\\ / [ ed 144 : l36 — l94 .","4 ."}	{"Nature 357 : 336 * 339 .",".5 ."}	0.454
RELATION_GENEHPOTERM_journal.pone.0035999.pdf_53_53_9_9_13_14	PPAR/HP:0001644|Dilated cardiomyopathy	{9}	{13,14}	{In,contrast,",",PPAR,1,/,transgenic,mice,over-expressing,PPAR,Y,developed,a,dilated,cardiomyopathy,associated,with,increased,lipid,and,glycogen,stores,and,distorted,architecture,of,the,mitochondrial,inner,matrix,[,29,],.}	{"PPARY and thiazolidinediones impact on myocardial lipid metabolism is still debated .","In rodent models of lipotoxic dilated cardiomyopathy , PPARY agonist treatment improved heart function [ 41,28 ] ."}	{"In such mice , PPARY agonists increased mRNA levels of fatty acids ( FAs ) oxidation and uptake genes and exacerbated heart dysfunction .","In contrast , rosiglitazone treatment of wild-type mice reduced expression of PPARV targets [ 29 ] ."}	0.098
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0050181.pdf_41_41_41_41_37_39_UNSUP	AMD/HP:0007868|Age-related macular degeneration	{41}	{37,38,39}	{Cataract,surgery,has,been,shown,to,increase,risk,exclusively,of,dry,late,AMD,",",however,carriers,of,two,complement,factor,H,(,CFH,),risk,alleles,are,prone,to,develop,all,types,of,AMD,[,7,],Age-related,macular,degeneration,(,AMD,),is,the,leading,cause,of,visual,impairment,in,the,elderly,in,developed,countries,",",most,prominently,in,white,populations,[,"1,2",],.}	{"Although the etiology of the disease is still largely unclear , several risk factors have been unequivocally linked to AMD , including advanced age , European origin and smoking .","Other factors including high cholesterol level , sunlight exposure , blue iris , oxidative damage , hypertension , obesity and inﬂammation have also been linked to AMD development , however , with inconsistent results [ 5,6 ] ."}	{"The prevalence of the disease increases with age reaching as much as 15 % above the age of 80 [ 3 ] .","AMD is a multifactorial disease characterized by progressive degeneration of the central retina leading to visual deterioration ."}	0.13
RELATION_GENEHPOTERM_journal.pone.0088480.pdf_330_330_23_23_37_38	CD133/HP:0003003|Colon cancer	{23}	{37,38}	{Shmelkov,SV,",",Butler,],l,"\\\\",’,I,",",Hooper,AT,",",Hormigo,A,",",Kushner,],et,al.,(,2008,),CD133,expression,is,not,restricted,to,stem,cells,",",and,both,CD133-F,and,CD133metastatic,colon,cancer,cells,initiate,tumors,.}	{"Nlol Cancer Ther 9 : 2450 — 2457 .","19 ."}	{"J Clin Invest 118 : 211142120 ."}	0.494
RELATION_GENEHPOTERM_journal.pone.0048080.pdf_71_71_21_21_13_16	KO/HP:0012397|Aortic atherosclerosis	{21}	{13,16}	{Histological,Analysis,of,the,Aortic,Root,and,Spleen,To,analyze,the,development,of,atherosclerosis,at,the,aortic,root,",",transplanted,LDLr,KO,mice,were,euthanized,18,weeks,after,bone,marrow,transplantation,.}	{"At 18 weeks after transplantation , mice were anaesthetized by subcutaneous injection with a mix of 70 mg / kg body weight xylazine , 1.8 mg / kg bodyweight atropine and 350 mg/kg body weight ketamine .","Animals were subsequently sacriﬁced by cervical dislocation ."}	{"The arterial tree was perfused in situ with PBS ( 100 mm Hg ) for 10 min via a cannula in the left ventricular apex .","The heart plus aortic root and the aortic arch were excised and stored in 3.7 % neutral-buffered formalin ( Formal-ﬁxx ; Shandon Scientiﬁc Ltd , Runcorn , UK ) ."}	0.508
RELATION_GENEHPOTERM_journal.pone.0018048.pdf_31_31_25_25_5_5	NE/HP:0001649|Tachycardia	{25}	{5}	{agonism,dampens,stress,—,induced,tachycardia,selectively,in,rats,susceptible,to,strong,increases,in,sympathetic,activity,",",most,likely,due,to,a,presynaptic,attenuation,of,NE,release,.}	{"These results suggest that partial adenosine A , .","— ."}	{"Citation : Bott .","— ."}	0.114
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0051421.pdf_127_127_16_16_13_13_UNSUP	TC/HP:0001297|Stroke	{16}	{13}	{C,low,—,density,lipoprotein,cholesterol,;,MetS,metabolic,syndrome,;,NIHSS,NIH,Stroke,Scale,;,TC,total,cholesterol,.}	{"BMI body mass index ; CRP C-reactive protein ; LDL .","— ."}	{"* Heavy alcohol consumption was defined as more than 4 units per day .","#Variab | es are median ( quartile range ) ."}	0.048
RELATION_GENEHPOTERM_journal.pone.0003118.pdf_448_448_22_22_9_9	IL-21/HP:0001888|Lymphopenia	{22}	{9}	{Indeed,",",in,addition,to,Type,1,diabetes,",",lymphopenia,is,characteristic,of,several,human,diseases,that,also,exhibit,increased,levels,of,IL-21,",",such,as,rheumatoid,arthritis,",",Crohn,’s,disease,",",SLE,",",and,Sjogren,’s,syndrome,[,58,],.}	{"Our data provides another aspect critical in the regulation of autoimmunity by IL-21 , which can negatively impact the size of the lymphoid compartment .","Dysregulation of T cell homeostasis can result in lymphoproliferative disorders or lymphopeina , both of which are associated with pathological states ( 40 ) ."}	{"To compensate for the lack of T cells , proliferation occurs that favors expansion and activation of auto-reactive T cells that can lead to autoimmunity [ 21 ] .","In rheumatoid arthritis , decreased thymic output leads to increased homeostatic proliferation that favors T cells of an auto-reactive nature [ 59 ] ."}	0.498
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0037205.pdf_61_61_33_33_16_16_UNSUP	CML/HP:0002665|Lymphoma	{33}	{16}	{Doxrubicin,(,DOX,),was,commonly,used,in,combined,therapy,for,treating,leukemias,",",Hodgkins,’s,lymphoma,",",multiple,myeloma,",",and,other,solid,tumors,[,27,],but,not,for,blastic,crisis-phase,CML,because,it,fails,to,induce,apoptosis,of,CML,cells,[,28,],.}	{"— .","ABL-positive CML with homozygously deleted 1253 and [ 216 genes [ 25,26 ] ."}	{"In this study , the molecular mechanism of DOX — induced cellular senescence in K562 cells was investigated .","The in vitm senescence model was established by using K562 cells treated with DOX ."}	0.04
RELATION_GENEHPOTERM_journal.pone.0054711.pdf_450_450_20_20_47_50	Ul/HP:0002511|Alzheimer disease	{20}	{47,50}	{Lowe,J,",",Blanchard,A,",",lVIorrell,K,",",Lennox,G,",",Reynolds,L,",",et,al.,(,1988,),Ul,),iquitin,is,a,common,factor,in,intermediate,ﬁlament,inclusion,bodies,of,diverse,type,in,man,",",including,those,of,Parkinson,’s,disease,",",Pick,’s,disease,",",and,Alzheimer,’s,disease,",",as,well,as,Rosenthal,ﬁbres,in,cerebellar,astrocytomas,",",cytoplasmic,bodies,in,muscle,",",and,mallory,bodies,in,alcoholic,liver,disease,.}	{"Clague MJ , Urbe S ( 2010 ) Ubiquitin : same molecule , different degradation pathways .","Cell 143 : 682 * 685 ."}	{"J Pathol 155 : 9 * 1.5 .","Cook C , Petrucelli L ( 2009 ) A critical evaluation of the ubiquitin-proteasome system in Parkinson ’s disease ."}	0.064
RELATION_GENEHPOTERM_journal.pone.0041851.pdf_280_280_17_17_28_28	RC/HP:0002039|Anorexia	{17}	{28}	{Hebel,),rand,J,",",Exner,C,",",Hebel,),rand,K,",",Holtka_mp,C,",",Casper,RC,",",et,al.,(,2003,),Hyperactivity,in,patients,with,anorexia,nervosa,and,in,semistarved,rats,:,evidence,for,a,pivotal,role,of,hypoleptinemia,.}	{"IntJ Eat Disord 24 : 3814393 .","5 ."}	{"Physiol Behav 6957 : 1413 .","6 ."}	0.27
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46073.pdf_604_604_21_21_25_25_UNSUP	NLGN4/HP:0000717|Autism	{21}	{25}	{35,",",313315,72,Jamain,",",S.,et,al.,(,2003,),Mutations,of,the,X-linked,genes,encoding,neuroligins,NLGN3,and,NLGN4,are,associated,with,autism,.}	{"Nat .","Genet ."}	{"Nat .","Genet ."}	0.916
RELATION_GENEHPOTERM_journal.pone.0090419.pdf_81_81_95_95_88_88	UTI/HP:0001945|Fever	{95}	{88}	{Medical,records,of,109,(,9.15,%,),patients,could,not,be,obtained,",",and,232,(,19.48,%,),cases,were,excluded,due,to,pre-speciﬁed,criteria,as,follows,:,age,<,l8years,—,96,patients,",",microscopically,negative,but,rapid,diagnostic,test,(,RDT,),positive,malaria,cases,—,87,patients,",",cases,with,concomitant,febrile,illnesses,(,dengue,",",hepatitis,‘,B,’,",",hepatitis,‘,C,’,",",HIV,",",leptospirosis,",",ﬁlariasis,",",acinetobacter,&,Sta,],;,/,yxlocaccus,aureur,sepsis,",",typhoid,fever,",",paratyphoid,fever,",",tuberculosis,",",UTI,",",neurocysticercosis,and,chronic,obstructive,pulmonary,disease,and,lower,respiratory,distress,syndrome,due,to,Pseudomonas,aemginasa,infection,—,39,patients,",",cases,with,BMI,<,16,kg/M2,—,6,patients,",",and,4,patients,due,to,chronic,kidney,diseases,.}	{Results,"A total of 1,191 patients with malaria were hospitalized between January 2007 and December 2011 ."}	{"Of the 850 who fulﬁlled the eligibility criteria , serum creatinine values were not available in 26 patients , and the remaining 824 patients were analyzed .","P. vivax was the predominant species causing malaria , responsible for the cases of 61.41 % of the cohort , whereas P. falcipamm and mixed infection with P. zxivax and P. ﬁzlczparum accounted for 36.41 % and 2.18 % , respectively ."}	0.362
RELATION_GENEHPOTERM_journal.pone.0018919.pdf_620_620_1_1_33_33	CR/HP:0100753|Schizophrenia	{1}	{33}	{Bjarkam,CR,",",Corydon,TJ,",",Olsen,INT,",",Pallesen,J,",",Nyegaard,l,"\\\\",’,I,",",et,al.,(,2009,),Further,immunohistochemical,characterization,of,BRD1,a,new,susceptibility,gene,for,schizophrenia,and,bipolar,affective,disorder,.}	{"Stec l , VVright TJ , van Ommen GJ , de Boer PA , van Haeringen A , et al. ( 1998 ) VVHSC1 , a 90 kb SET domain-containing gene , expressed in early development and homologous to a Drosophila dysmorphy gene maps in the VVolf-Hirschhorn syndrome critical region and is fused to lgH in t ( 4 ; l4 ) multiple myeloma .","Hum A\\\\/I01 Genet 7 : 107l — l082 ."}	{"Brain Struct Funct 214 : 37 — 47 .","Lepourcelet M , Tou L , Cai L , Sawada J , Lazar AJ , et al. ( 2005 ) Insights into developmental mechanisms and cancers in the mammalian intestine derived from serial analysis of gene expression and study of the hepatoma-derived growth factor ( HDGF ) ."}	0.012
RELATION_GENEHPOTERM_journal.pone.0014522.pdf_454_454_33_33_37_37	MYCN/HP:0003006|Neuroblastoma	{33}	{37}	{Chen,QR,",",Bilke,S,",",VVei,],S,",",Wlhiteford,CC,",",Cenacchi,N,",",et,al.,(,2004,),cDNA,array,~,CGH,profiling,identiﬁes,genomic,alterations,specific,to,stage,and,MYCN,~,ampliﬁcation,in,neuroblastoma,.}	{"Nat lVled 7 : 6734679 .",.}	{"B1 \\\\ ’ IC Genomics 5 : 70 .",.}	0.398
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0019141.pdf_121_121_34_34_46_47_UNSUP	NS/HP:0007902|Vitreous hemorrhage	{34}	{46,47}	{Preoperative,myopia,>,5D,(,%,),17,24,NS,NS,Pseudophakia,(,%,),19,33,NS,NS,Aphakia,(,%,),o,o,NS,NS,Preoperative,uveitis,(,%,),o,o,NS,NS,Preoperative,cwotherapy,(,%,),o,o,NS,NS,Preoperative,vitreous,hemorrhage,(,%,),o,o,NS,NS,Preoperative,trauma,(,%,),o,o,NS,NS}	{"Age ( years ) 61 ( 43-79 ) 62 ( 43-76 ) NS NS Sex , Female ( % ) 26 29 NS NS","Size of retinal detachment ( quadrants ) 2 ( 1-3 ) 2 ( 1-4 ) NS NS Total size of retinal defects ( optic disc diameters ) 2 ( 0 — 5.5 ) 1 ( 0-4 ) NS NS Macular detachment ( % ) 64 86 NS NS Preoperative logMAR VA 0.75 ( 0.05 — 2.52 ) 1.77 ( O. l0 — 2.52 ) P = 0.045 P = 0.026 Detachment duration ( days ) 5 ( 1-75 ) 6 ( 1-90 ) NS NS Preoperative PVR grade 1 ( 0-3 ) 2 ( 0-3 ) NS NS Diabetes mellitus ( % ) 11 10 NS NS"}	{"Data are expressed as median ( range ) or in percentages .","Abbreviations : RRD : rhegmatogenous retinal detachment ; PVR : proliferative vitreoretinopathy ; NS = not signiﬁcant ; | ogMAR = logarithm of minimal angle of resolution ; VA = visua | acuity ; D = diopters ."}	0.112
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0015070.pdf_134_134_14_14_34_35_UNSUP	DES/HP:0001658|Myocardial infarction	{14}	{34,35}	{BMS,=,bare,metal,stent,;,CABG,=,coronary,artery,bypass,graft,surgery,;,DES,=,drug,—,e,|,uting,stents,;,MI,=,myocardial,infarction,;,NSTEMI,=,non-ST,—,segment,elevation,myocardial,infarction,;,PCI,=,percutaneous,coronary,intervention,;,STEMI,=,ST-segment,elevation,myocardial,infarction,.}	{"Continuous variables are expressed as mean : standard deviation ( median ) .","Categorical variables are expressed counts ( percentages ) ."}	{"doi :10.1371 / journa | .","pone .0015070 ."}	0.062
RELATION_GENEHPOTERM_SCPDFS_11593.pdf_395_395_5_8_4_4	nerve_growth_factor_receptor/HP:0002861|Melanoma	{5,6,7,8}	{4}	{Characterization,of,the,human,melanoma,nerve,growth,factor,receptor,.}	{"USA 80 , 6819-6823 .","GROB , P. , Ross , A. H. , KOPROWSKI , H. , and BOTHWELL , M. A. ( 1985 ) ."}	{"J. Biol .","Chem ."}	0.02
RELATION_GENEHPOTERM_journal.pone.0031036.pdf_585_585_22_22_30_31	ET/HP:0000510|Retinitis pigmentosa	{22}	{30,31}	{Barragan,I,",",Borrego,S,",",Pierasjl,",",Gonzalez-del,Pozo,NI,",",Santoyoj,",",et,al.,(,2010,),Nlutation,spectrum,of,ET,S,in,Spanish,patients,with,autosomal,recessive,retinitis,pigmentosa,.}	{"Hum lVIutat 31 : E1406 * 1435 .","5 ."}	{"Hum lVIutat 31 : E1772 * 1800 .","6 ."}	0.872
RELATION_GENEHPOTERM_journal.pone.0045045.pdf_618_618_1_1_29_30	RL/HP:0012190|T-cell lymphoma	{1}	{29,30}	{Piekarz,RL,",",Frye,R,",",Prince,HIVI,",",Kirschbaum,IVIH,",",Zain,J,",",et,al.,(,2011,),Phase,2,trial,of,romidepsin,in,patients,with,peripheral,T-cell,lymphoma,.}	{"J Clin Oncol 28 : 4485 — 4491 .","30 ."}	{"Blood 117 : 5827 — 5834 .","31 ."}	0.006
RELATION_GENEHPOTERM_journal.pone.0089042.pdf_183_183_18_18_31_31	ZO-1/HP:0002099|Asthma	{18}	{31}	{Moreover,",",MMP-9,alters,the,localization,of,tight,junction,components,",",such,as,claudin-1,",",occludin,",",and,ZO-1,",",adversely,affecting,barrier,function,and,eventually,directly,damaging,respiratory,epithelium,in,asthma,[,"36,37",],.}	{"Additionally , IL-1 | 3 induces MMP-9 secretion and activation via NF-KB signaling pathways , which conferred a barrier-damage effect [ 33,34 ] .","In turn , active MMP-9 could further drive IL-1 | 3 activation [ 35 ] ."}	{"In our study , active",U5}	0.506
RELATION_GENEHPOTERM_SUP_F_GH_journal.pmed.1001123.pdf_89_89_16_16_8_8_UNSUP	ART/cost	{16}	{8}	{This,assumption,gives,a,range,for,the,PrEP,costs,per,year,as,a,fraction,of,the,ART,costs,per,year,of,18,%,to,56,%,.}	{"— .","US$ 800 [ 45 — 47 ] ."}	{"All cost calculations incorporate an annual discount rate of 3 % .","Analysis The model was analyzed by running a “ baseline ” scenario in which the only intervention was the initiation of ART for the infected partner , with initiation occurring when their CD4 cell count fell below 200 cells/ul ( which until recently was the South African guideline for asymptomatic or nonpregnant HIV-infected"}	0.254
RELATION_GENEHPOTERM_journal.pone.0011241.pdf_518_518_34_34_44_44	PHD2/HP:0002861|Melanoma	{34}	{44}	{In,this,regard,",",our,analysis,of,clinical,melanoma,samples,",",that,express,high,levels,of,HIF-lot,",",reveals,that,ETBR,activation,is,associated,with,a,reduction,of,PHD2,",",further,supporting,that,ETBR-mediated,PHD2,downregulation,represents,a,pathway,for,HIF-lot,activation,in,human,melanomas,.}	{"These results deﬁne the HIF-lot hydroxylase pathway as the link between ET-l axis and the regulation of HIF-lot stabilization .","Chan et al. [ 39 ] recently demonstrated that the loss of PHD2 , observed in different tumor cells including melanoma , accelerates tumor growth and is associated with an induction of angiogenesis , suggesting that PHD2 is at the intersection of multiple complementary pathways regulating tumor growth ."}	{"Accumulating data have established that PHD2 is a direct HIF-loc target gene [ 40,41 ] .","Indeed PHD2 promoter contains HRE binding site responsible for the induction of human PHD2 gene by hypoxia [ 4l — 43 ] ."}	0.532
RELATION_GENEHPOTERM_journal.pone.0054442.pdf_9_9_4_4_16_17	SGLT2/HP:0000819|Diabetes mellitus	{4}	{16,17}	{Sodium/glucose,cotransporter,2,(,SGLT2,),inhibitors,are,oral,hypoglycemic,agents,used,to,treat,patients,with,diabetes,mellitus,.}	{"1 Department of Medicine , The University of Sydney , Renal Research Group , Kolling Institute of Medical Research , Royal North Shore Hospital , St. Leonards , New South Wales , Australia , 2G | ycation and Diabetes Research Group , Mater Medical Research Institute , South Brisbane Qld , Australia",Abstract}	{"SGLT2 inhibitors block reabsorption of filtered glucose by inhibiting SGLT2 , the primary glucose transporter in the proximal tubular cell ( PTC ) , leading to glycosuria and lowering of serum glucose .","We examined the renoprotective effects of the SGLT2 inhibitor empagliflozin to determine whether blocking glucose entry into the kidney PTCs reduced the inflammatory and fibrotic responses of the cell to high glucose ."}	0.482
RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1000175.pdf_578_578_24_24_31_32_UNSUP	APP/HP:0002511|Alzheimer disease	{24}	{31,32}	{Rovelet-Lecrux,A,",",Hannequin,D,",",Raux,G,",",Le,l,"\\\\",’,1eur,N,",",Laquerriere,A,",",et,al.,(,2006,),APP,locus,duplication,causes,autosomal,dominant,early-onset,Alzheimer,disease,with,cerebral,amyloid,angiopathy,‘,.}	{"Bonaglia l \\\\ lC , Giorda R , Tenconi R , Pessina 1V1 , Pramparo T , et al. ( 2005 ) A 2.3 Nlb duplication of chromosome 8q24 .3 associated with severe mental retardation and epilepsy detected by ‘ standard karyotype .","EurJ Hum Genet 13 : 5864591 ."}	{"Nat Genet 38 : 24426 .","PLoS Genetics | www ."}	0.948
RELATION_GENEHPOTERM_journal.pone.0064813.pdf_543_543_33_33_41_42	CCL3L1/HP:0001370|Rheumatoid arthritis	{33}	{41,42}	{NIcKinney,C,",",Nlerriman,l,"\\\\",’,IE,",",Chapman,PT,",",Gow,PJ,",",Harrison,AA,",",et,al.,(,2008,),Evidence,for,an,influence,of,chemokine,ligand,3-like,1,(,CCL3L1,),gene,copy,number,on,susceptibility,to,rheumatoid,arthritis,.}	{"Nat Genet 40 : 23 — 25 .","24 ."}	{"Ann Rheum Dis 67 : 409 — 413 .","25 ."}	0.486
RELATION_GENEHPOTERM_SCPDFS_18838.pdf_149_149_3_3_12_12	GSTM1/HP:0002099|Asthma	{3}	{12}	{Associations,between,the,GSTM1,and,GSTT1,gene,polymorphisms,and,the,development,of,asthma,have,also,been,described,by,many,other,investigations,(,Birbian,et,al.,",",2012,;,Hanene,et,al.,",",2007,;,lvaschenko,et,al.,",",2002,),.}	{"American descent performed by Manar et al. ( 2004 ) demonstrated that there was no statistical difference between controls and BPD cases in the distribution of GSTM1 or GSTT1 present or null genotype , which was not consistent with our result , perhaps because of the ethnic difference ( Nelson et al. , 1995 ) or relatively small sample size .","Previous studies have documented a positive family history of asthma and atopy in many BPD patients ( Evans et al. , 1998 ; Nickerson , 1995 ; Nickerson and Taussig , 1980 ) , and infants with a family history of asthma were more likely to be oxygen dependent ( Hagan et al. , 1995 ) ."}	{"In addition , recently , an emerging concept is proposed that BPD may be a predisposing pathology for COPD development in late life ( Neptune , 2011 ) because they possess similar lung pathology and injury measures and all involve common pathogenetic mechanisms including oxidant injury ( Banks et al. , 1998 ; Rahman and Adcock , 2006 ; Saugstad , 2010 ) and accelerated cell death ( Demedts et al. , 2006 ; May et al. , 2004 ; McGrath .","— ."}	0.612
RELATION_GENEHPOTERM_journal.pone.0008246.pdf_731_731_45_45_30_30	CCR5/HP:0100768|Choriocarcinoma	{45}	{30}	{Dolcini,G,",",Derrien,NI,",",Chaouat,G,",",Barre-Sinoussi,F,",","1\\\\/Ienu",E,(,2003,),Cell-free,HIV,type,1,infection,is,restricted,in,the,human,trophol,),last,choriocarcinoma,BeV,"\\\\",1o,cell,line,",",even,with,expression,of,CD4,",",CXCR4,and,CCR5,.}	{"Sorice IVI , Garofalo T , 1VIisasi R , Longo A , 1 \\\\ ’ Iattei V , et al. ( 2001 ) Evidence for cell surface association between CXCR4 and ganglioside GIVI3 after gp120 binding in SupT1 lymphoblastoid cells .","FEBS Lett 506 : 55-60 ."}	{"AIDS Res Hum Retroviruses 19 : 857-864 .","Connor RI , Chen BK , Choe S , Landau NR ( 1995 ) Vpr is required for efficient replication of human immunodeficiency virus type-1 in mononuclear phagocytes ."}	0.504
RELATION_GENEHPOTERM_journal.pone.0053104.pdf_247_247_7_7_25_26	PL/HP:0012125|Prostate cancer	{7}	{25,26}	{Brouwer,IA,",",Katan,IVIB,",",Zock,PL,(,2004,),Dietary,alpha-linolenic,acid,is,associated,with,reduced,fatal,coronary,heart,disease,",",but,increased,prostate,cancer,risk,:,a,meta-ana_lysis,.}	{"Cancer Prev Res 4 : 2062 — 71 .","5 ."}	{"J Nutr 134 : 919 — 22 .","6 ."}	0.064
RELATION_GENEHPOTERM_journal.pone.0055508.pdf_34_34_4_4_0_2	CAD/HP:0001677|Coronary artery disease	{4}	{0,1,2}	{Coronary,artery,disease,(,CAD,),is,a,leading,cause,of,death,and,disability,worldwide,[,1,],.}	{"Gender differences have been reported in the presentation , management , and prognosis of patients with ACS [ 4 ~ 7 ] with women typically having a more adverse prognosis than men .","Yet , the role of gender in ACS remains controversial , speciﬁcally as to whether differences in outcomes can be explained by differences in baseline risk factor"}	{"Its acute clinical manifestation in the form of Acute Coronary Syndrome ( ACS ) can present as unstable angina ( UA ) , non-ST-elevation myocardial infarction ( NSTEMI )","PLOS ONE | www ."}	0.164
RELATION_GENEHPOTERM_journal.pgen.1001258.pdf_91_91_2_2_6_6	ATF2/HP:0002861|Melanoma	{2}	{6}	{Disruption,of,ATF2,in,melanocytes,inhibits,melanoma,formation,To,address,the,role,of,ATF2,in,de,nova,melanoma,formation,7j2r,:,:,CreER,.,'}	{"JVras + : : Ink4a _ / _ ( INT ) mice express a 70 kDa band corresponding to full length ATF2 , whereas melanocytes of TyrCre + : ; / ly ‘ 2 \\" ‘ d : .","JVras + : : In/64a _ / _ mice express only a 55 kDa band , corresponding to the size of ATF2 lacking the DNA binding and leucine zipper domains ( Figure lb ) ."}	{.,"J\\\\/rasQ61K ."}	0.438
RELATION_GENEHPOTERM_journal.pone.0024204.pdf_36_36_23_23_29_30	ACTH/HP:0008221|Adrenal hyperplasia	{23}	{29,30}	{[,1,],Deﬁciency,of,21-hydroxylase,results,in,impaired,adrenal,synthesis,of,cortisol,and,often,also,of,aldosterone,leading,to,increased,secretion,of,ACTH,by,the,pituitary,gland,",",adrenal,hyperplasia,",",and,excessive,production,of,adrenal,androgens,.}	{"Congenital adrenal hyperplasia ( CAH ) is an autosomal recessive disorder of adrenal steroidogenesis .","In 95 % of cases it is caused by 21-hydroxylase deﬁciency ."}	{"Current treatment of CAH consists of administration of glucocorticoids and , if necessary , of mineralocorticoids to prevent adrenal crises and to suppress the abnormal secretion of adrenal androgens .","Patients with CAH are at risk of developing signs and symptoms of Cushing ’s syndrome , as the therapeutic range of treatment with glucocorticoids is narrow and slightly supraphysiological doses of glucocorticoids are needed ."}	0.274
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0072679.pdf_14_14_9_9_21_21_UNSUP	MRI/HP:0002669|Osteosarcoma	{9}	{21}	{Materials,and,methods,:,Conventional,magnetic,resonance,imaging,(,MRI,),and,DWI,were,obtained,from,35,patients,with,histologically,proven,osteosarcomas,.}	{Abstract,"Objectives : The purpose of our study is to investigate whether diffusion — weighted imaging ( DWI ) is useful for monitoring the therapeutic response after neoadjuvant chemotherapy in osteosarcoma of long bones ."}	{"MR examinations were performed in all patients before and after 4 courses of preoperative neoadjuvant chemotherapy .","Apparent diffusion coefficients ( ADC ) were measured ."}	0.148
RELATION_GENEHPOTERM_journal.pone.0036672.pdf_401_401_10_10_8_8	COPD/HP:0002099|Asthma	{10}	{8}	{Taylor,DR,(,2009,),Risk,assessment,in,asthma,and,COPD,:,a,potential,role,for,biomarkers,?}	{"Nature Reviews 7 : 1.564167 .","4 ."}	{"Thorax 64 : 261 — 264 .","5 ."}	0.026
